Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1289000,SUNDERLAND WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"2,990",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Apr-01,4,2,1,2001,30-Jun-01,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,27-Oct-01
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Lead and Copper Rule,58,OCCT/SOWT Treatment Installation/Demonstration,TT,Y,Lead and Copper Rule,1-Jan-00,1,1,1,2000,-,Returned to Compliance,4-Apr-02,SOX,State Compliance achieved,-,-,2,7-Feb-01
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-00,1,1,1,2000,31-Mar-00,Known,-,-,-,N,-,3,6-Jun-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Nitrates,3,"Monitoring, Regular",MR,N,Nitrite,1-Apr-99,4,2,1,1999,30-Jun-99,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-99,4,2,1,1999,30-Jun-99,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jan-99,1,1,1,1999,-,Returned to Compliance,27-Apr-00,SOX,State Compliance achieved,-,-,3,11-Apr-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Oct-98,10,4,1,1998,31-Dec-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,4-Feb-00
